股票代码,股票名称,涨跌字符串
sz001379,腾达科技,011100111110111010001111101000111000100101010100101000011101
sz301418,协昌科技,011101111010101111001110101000111000110101111001111110111100
sz301560,众捷汽车,101010101011101101100100100101101000011100
sz002293,罗莱生活,011101111110101101111010110101111100011011100100101010101001
sz002116,中国海诚,011101111111111100001001100010011100110101100101001010111111
sz000708,中信特钢,010001010101111001010011001010011100101110101101010100101111
sz003000,劲仔食品,011101110110101001101000011100111100111001100110000010011001
sz002492,恒基达鑫,010100110111101101110110111110010100111101101001011100110001
sz301031,中熔电气,011001101010110000001111100010000010000100111001000011011101
sz300387,富邦科技,001101110000101110001011000011011000110101011101110100011011
sz000682,东方电子,011101111001101110010010100000100100100100110001101100011001
sz300806,斯迪克,111001101100101010101110101001100000100101110100100100011101
sz002997,瑞鹄模具,101000101100011010101110100000101100001101110000001011111000
sz000530,冰山冷热,011000111110111110101010100000111000111101111100101110011111
sz300299,富春股份,001101111010001000111110101010111010100101110111001001011001
sz301256,华融化学,011111110110101000001011001110110101110001000110010000011001
sz003020,立方制药,011101010000001111000011001011101001011101001110001000011001
sz000762,西藏矿业,000100101100001100101110101010001100100100101101000101111000
sz002743,富煌钢构,010100111110111100110010100110100101100110000101000000111001
sz000803,山高环能,010000111100101100110010100011111000111101001100111100011101
sz301329,信音电子,011001111010110110001110101000100000100100111101101010011101
sz300839,博汇股份,011001111100101110001110110001111100100101110100000001011111
sz002282,博深股份,010100101000101010101010100000111000100101001101101001011000
sz003025,思进智能,101000101010111110101110101000101000100101110101101010011100
sz002223,鱼跃医疗,011101101001011101010110111010011101011111001000000000011001
sz301297,富乐德,110101101000101000101110101010001011001101000100011000011101
sz002453,华软科技,011000111000111100001110101010111100110101110100001000011001
sz002771,真视通,111100111100111010001110101010111000101101111100101110011111
sz301207,华兰疫苗,010101110000111100101110101001101100010101000100100100111101
sz003041,真爱美家,010101101010101001101100010100101011011110011111000010010000
sz002672,东江环保,010101111000111100101010000100010000011101101100001100011001
sz002830,名雕股份,111101110100101100001011110000111000110101101000110100011000
sz002032,苏 泊 尔,111001011011110000001100111000011111000010110000000011001101
sz300255,常山药业,010101111000101110001111000000011101011111001100101010101001
sz300717,华信新材,011001101110101110111010100001111001010101001100101110011001
sz003039,顺控发展,110101111100111101101011101010111100110101101100101100111001
sz003016,欣贺股份,011100111111001100101111111001111000111101101111001000011101
sz000990,诚志股份,010101111010111010101010100011011001110101101110000100011101
sz301587,中瑞股份,111000111010111010001010101000101000010101001110001100111101
sz002856,美芝股份,000100110110101110111111001101011000110111011001101000011001
sz301045,天禄科技,011101101110111010001110101000111000100101111101001110011000
sz002193,如意集团,010101110110101000101110000011011000110101101111001000111101
sz301088,戎美股份,011101111111101111001111110100001010111011100101101000011001
sz002628,成都路桥,001101111100111100001110100000111000100101111101001010010101
sz000785,居然智家,101101111100101000101110100010111000000101000101001000011101
sz301289,国缆检测,010001101100111110001111101011111001101101001100101110111101
sz000920,沃顿科技,011101101000101100000011100100111100111001100011011000011111
sz300452,山河药辅,011101110111001101010010101001011001011101000100001000011001
sz000529,广弘控股,010101110100100100001010100011011000111111101101001100111101
sz301262,海看股份,001101111110101100011110101000101000101101110111101011011011
sz300895,铜牛信息,101001111000001010101110101010100000100101111100101110011111
sz300910,瑞丰新材,100011111000011100001100111111010101011111000101000101001001
sz002182,宝武镁业,101100101000101000101010111000001000001100111101001001111001
sz300782,卓胜微,001100101001101010001110101010111000100101110100001110011100
sz301539,宏鑫科技,100001101100101110101110101000101000100101110100100010011101
sz002330,得利斯,000101100110100101001011110001011100111001101111100000011100
sz301571,国科天成,010001101011111010110111101000110110100101110101110010011111
sz002042,华孚时尚,101100101110111000101110000001010001010101110100001100011111
sz002793,罗欣药业,010100101111101101000010000010101101010101101100001000011000
sz000779,甘咨询,100101101100111110111010000000011100100101101100001000011111
sz002873,新天药业,010000110110111101001110100001101000000111101101101000111001
sz000056,皇庭国际,100101111100100000100110101000010000111001100101001000011101
sz000877,天山股份,010101110100110100100001100100010000000110101101001100111101
sz000792,盐湖股份,110001110100011100001010101010001110000100111001100100011010
sz301030,仕净科技,010001111100100100011110101100111000100101000101101101011101
sz300360,炬华科技,111000101110110010101110101010011000100101000101001010011101
sz002297,博云新材,010100111110101000001111101001111000110101111100011000011111
sz300802,矩子科技,001001101010011010011110101000101000111110110101101110011101
sz300267,尔康制药,010101111000111101000010100111111011010101100100101000011001
sz002695,煌上煌,100100110100101100001110100001111000111001101100001000011101
sz300724,捷佳伟创,011001101000111101000110101010100100100101110101001010111101
sz301633,港迪技术,110101110101101010100010101000101000100110010101101010011111
sz300474,景嘉微,000101101000101010100110101000110000100101111011111000011100
sz300833,浩洋股份,110000101100101011101110100000101001100101111010101000111111
sz300069,金利华电,110101111110001101100010100000111000100101000110001100011101
sz300683,海特生物,011101111110111101001010101101001111010111000110100000011001
sz003017,大洋生物,011100111010111011011011000110100001110101101101111000100001
sz002168,*ST惠程,001000011110000101010100011010100001011011100110100010110001
sz000615,*ST美谷,110010000110011111000110111000110000010111100011100000011001
sz002404,嘉欣丝绸,011000110110101111101001110010111000111101100111001000111111
sz000707,双环科技,010101110110101110000011100010011000010101101111001010011100
sz000045,深纺织Ａ,110000111000111110101010101010111000101111101100100011011001
sz000551,创元科技,001000101000111110101110100000111001101100010111001010111101
sz000672,上峰水泥,011101101010100101010010000100000110101111101000000100101101
sz000813,德展健康,010100111110101100000010101011111100011111001100101000011011
sz300549,优德精密,101000110000001110001110101000101000100101010101101000011100
sz301658,首航新能,1110001000101110100010101100011100100101100101101110111001
sz301021,英诺激光,010000111100101000101111111000111000100101110101101110111001
sz300686,智动力,010101111000010010111010101001111000100101111000101010011010
sz000595,*ST宝实,000100111110101100000010111010011110110010111010101000111001
sz000066,中国长城,101111101101001000001110101000111000010101111101001010011100
sz002652,扬子新材,010100111111101100001111100001101000110101101000101000011011
sz301234,五洲医疗,011100111110101110001011101101011001100101101100100000010000
sz300706,阿石创,110001101000101100001110101000111100110100111101001010111001
sz300226,上海钢联,001001101000001110011110100010111000100100110101101100011101
sz002668,TCL智家,101001111011011000001011111010101000001100001101001000101101
sz002981,朝阳科技,110000101000111010101110001000110000100001110110101110011100
sz002858,力盛体育,010101111100101101101110100101011000100101110100101000010100
sz300923,研奥股份,111101111100101001001110101000001010011101111100101000011001
sz000753,漳州发展,011101110111100100000101001010111100100101000101011000011001
sz301232,飞沃科技,011001101011101100101110111000101000100101110100001000011011
sz300234,开尔新材,010101110010101100101110100001111000110101111100101000011101
sz002918,蒙娜丽莎,001100110100101100101110100000011000110101101101001100111101
sz000509,华塑控股,010100111100101100101110100000111000000101011001001010011000
sz300766,每日互动,101001101000011010101110001010101100100001111100001000011101
sz300373,扬杰科技,001001101001001100111100100001111000110101011001001011011100
sz002829,星网宇达,010100111100111010001111101000110100111001010001010010011110
sz002064,华峰化学,000000110000010011001010101110011101010100010110001000011101
sz300155,安居宝,000101110000101001101110101010011000110101110100101010011111
